Pool,Rank,Player,Primary Archetype,Data Coverage,Badges,BigServer score,BigServerBaseliner score,AttackingBaseliner score,SolidBaseliner score,CounterPuncher score,SolidDefender score,AllCourt score,Pressure,MCP Charted,Chall Matches,Win %,Clay WR%,Hard WR%,Grass WR%
Challenger,,Sanjar Fayziev,Solid Defender,challenger,,17,12,13,22,10,38,9,,,37,27,26,28,
Challenger,,Bradley Mousley,Big Server,challenger,,84,20,36,31,0,7,2,,,37,27,0,28,
Challenger,,Pavel Krainik,Big Server / Solid Defender,challenger,,26,16,14,12,1,23,7,,,26,26.9,50,23,
Challenger,,Ronald Slobodchikov,Solid Defender,challenger,,4,5,12,4,16,42,0,,,30,26.7,24,33,
Challenger,,Karol Drzewiecki,All-Court Player,challenger,,28,17,15,17,2,18,9,,,30,26.7,26,27,
Challenger,,Luca Margaroli,Big Server / Solid Defender,challenger,,25,15,11,9,1,18,6,,,34,26.5,33,24,
Challenger,,Jonathan Eysseric,Solid Defender,challenger,,17,11,14,15,4,34,7,,,34,26.5,38,17,
Challenger,,Ricardo Ojeda Lara,Solid Defender,challenger,,5,6,15,23,55,73,4,,,38,26.3,31,17,
Challenger,,Aleksandre Metreveli,Solid Defender,challenger,,6,2,4,5,3,38,0,,,23,26.1,35,0,
Challenger,,Preston Brown,All-Court Player,challenger,,23,15,17,6,5,25,8,,,31,25.8,30,18,
Challenger,,Nathan Ponwith,All-Court Player,challenger,,13,7,23,14,2,21,6,,,60,25,0,25,
Challenger,,David Perez Sanz,All-Court Player,challenger,,26,17,21,11,7,21,11,,,28,25,20,28,
Challenger,,Cheong Eui Kim,Solid Defender,challenger,,15,9,11,18,3,30,6,,,24,25,,25,
Challenger,,Ivan Nedelko,Solid Defender,challenger,,9,9,17,14,18,48,6,,,73,24.7,26,23,
Challenger,,Pedro Araujo,Solid Defender / Counter Puncher,challenger,,4,7,21,20,77,82,3,,,45,24.4,26,20,
Challenger,,Ignacio Carou,Solid Defender / Counter Puncher,challenger,,4,6,13,4,61,65,0,,,54,24.1,25,0,
Challenger,,Gianluca Di Nicola,Solid Defender,challenger,,3,5,14,10,51,63,1,,,25,24,25,0,
Challenger,,Luis Faria,Counter Puncher / Solid Defender,challenger,,4,7,20,14,77,68,2,,,25,24,23,33,
Challenger,,Paulo Andre Saraiva Dos Santos,All-Court Player,challenger,,24,16,20,17,4,24,11,,,21,23.8,21,29,
Challenger,,Tiago Pereira,Solid Defender,challenger,,2,4,9,16,17,57,0,,,21,23.8,27,17,
Challenger,,Duarte Vale,Solid Defender,challenger,,7,3,9,7,10,38,1,,,35,22.9,18,31,
Challenger,,Kelsey Stevenson,Solid Defender / Solid Baseliner,challenger,,16,9,12,25,1,30,6,,,22,22.7,20,24,
Challenger,,Mircea Alexandru Jecan,Solid Defender,challenger,,6,3,6,18,11,48,0,,,40,22.5,21,29,
Challenger,,Fernando Romboli,Big Server / Attacking Baseliner,challenger,,28,12,21,11,0,10,5,,,30,20,16,27,
Challenger,,Francesco Ferrari,Solid Defender,challenger,,6,3,9,18,11,47,1,,,20,20,14,23,
Challenger,,Vlad Victor Cornea,Solid Defender,challenger,,10,7,5,2,2,22,1,,,31,19.4,20,18,
Challenger,,Hanyi Liu,Big Server / Solid Defender,challenger,,22,8,8,14,0,15,4,,,22,18.2,0,20,
Challenger,,Xin Gao,Solid Defender,challenger,,14,9,5,18,1,30,3,,,28,17.9,25,17,
Challenger,,Leo Borg,Solid Defender,challenger,,6,3,3,2,5,29,0,,,29,13.8,13,15,
Challenger,,Petros Tsitsipas,Solid Defender,challenger,,8,3,2,2,0,19,0,,,25,12,7,18,
Challenger,,Boris Arias,Solid Defender,challenger,,7,3,2,2,1,18,0,,,22,9.1,0,20,
Challenger,,Vladimir Uzhylovsky,Big Server,challenger,,22,8,10,2,0,9,1,,,23,8.7,0,20,
Challenger,,Luis Patino,Solid Defender,challenger,,7,3,2,2,2,22,0,,,24,8.3,0,11,
Challenger,,Grigoriy Lomakin,Big Server / Solid Defender,challenger,,19,7,5,14,0,17,4,,,37,8.1,0,15,
